dev_id,datetime,battery,batteryDiff,temperature,temperatureDiff,ObjectId
r718b140-06f7,2023/12/21 23:00:00+00,3.6,0,-8.1,0,25
r718b140-06f7,2023/12/22 00:00:00+00,3.6,0,-8.4,0,26
r718b140-06f7,2023/12/22 01:00:00+00,3.6,0,-8.6,0,27
r718b140-06f7,2023/12/22 02:00:00+00,3.6,0,-8.9,0,28
r718b140-06f7,2023/12/22 03:00:00+00,3.6,0,-9.1,0,29
r718b140-06f7,2023/12/22 04:00:00+00,3.6,0,-9.4,0,30
r718b140-06f7,2023/12/22 05:00:00+00,3.6,0,-9.4,0,31
r718b140-06f7,2023/12/22 06:00:00+00,3.6,0,-9.7,0,32
r718b140-06f7,2023/12/22 07:00:00+00,3.6,0,-9.7,0,33
r718b140-06f7,2023/12/22 08:00:00+00,3.6,0,-9.7,0,34
r718b140-06f7,2023/12/22 09:00:00+00,3.6,0,-9.9,0,35
r718b140-06f7,2023/12/22 10:00:00+00,3.6,0,-9.9,0,36
r718b140-06f7,2023/12/22 11:00:00+00,3.6,0,-10.2,0,37
r718b140-06f7,2023/12/22 12:00:00+00,3.6,0,-9.7,0.299999999999999,38
r718b140-06f7,2023/12/22 13:00:00+00,3.6,0,-8.9,0.300000000000001,39
r718b140-06f7,2023/12/22 14:00:00+00,3.6,0,-7.1,0.5,40
r718b140-06f7,2023/12/22 15:00:00+00,3.6,0,-5.8,0.5,41
r718b140-06f7,2023/12/22 16:00:00+00,3.6,0,-4.5,0.5,42
r718b140-06f7,2023/12/22 17:00:00+00,3.6,0,-2.2,0.7,43
r718b140-06f7,2023/12/22 18:00:00+00,3.6,0,-1.4,0.3,44
r718b140-06f7,2023/12/22 19:00:00+00,3.6,0,-1.2,0.2,45
r718b140-06f7,2023/12/22 20:00:00+00,3.6,0,-1.2,0,46
r718b140-06f7,2023/12/22 21:00:00+00,3.6,0,-1.4,-0.2,47
r718b140-06f7,2023/12/22 22:00:00+00,3.6,0,-2.5,-0.2,48
r718b140-06f7,2023/12/22 23:00:00+00,3.6,0,-3.8,-0.2,49
r718b140-06f7,2023/12/23 00:00:00+00,3.6,0,-4.8,-0.2,50
r718b140-06f7,2023/12/25 03:00:00+00,3.6,0,5.1,0,51
r718b140-06f7,2023/12/25 04:00:00+00,3.6,0,4.4,-0.5,52
r718b140-06f7,2023/12/25 05:00:00+00,3.6,0,1.5,-0.5,53
r718b140-06f7,2023/12/25 06:00:00+00,3.6,0,-0.7,-0.5,54
r718b140-06f7,2023/12/25 07:00:00+00,3.6,0,-2.5,-0.2,55
r718b140-06f7,2023/12/25 08:00:00+00,3.6,0,-4,-0.2,56
r718b140-06f7,2023/12/25 09:00:00+00,3.6,0,-5.3,-0.2,57
r718b140-06f7,2023/12/25 10:00:00+00,3.6,0,-6.6,0,58
r718b140-06f7,2023/12/25 11:00:00+00,3.6,0,-7.3,0,59
r718b140-06f7,2023/12/25 12:00:00+00,3.6,0,-7.1,0.2,60
r718b140-06f7,2023/12/25 13:00:00+00,3.6,0,-6.6,0.3,61
r718b140-06f7,2023/12/25 14:00:00+00,3.6,0,-4.3,0.7,62
r718b140-06f7,2023/12/25 15:00:00+00,3.6,0,-0.9,1.1,63
r718b140-06f7,2023/12/25 16:00:00+00,3.6,0,3.3,1.5,64
r718b140-06f7,2023/12/25 17:00:00+00,3.6,0,7.7,1.6,65
r718b140-06f7,2023/12/25 18:00:00+00,3.6,0,10.5,0.999999999999999,66
r718b140-06f7,2023/12/25 19:00:00+00,3.6,0,10.5,0,67
r718b140-06f7,2023/12/25 20:00:00+00,3.6,0,8.2,-0.7,68
r718b140-06f7,2023/12/25 21:00:00+00,3.6,0,6.4,-0.3,69
r718b140-06f7,2023/12/25 22:00:00+00,3.6,0,3.8,-0.7,70
r718b140-06f7,2023/12/25 23:00:00+00,3.6,0,0.5,-0.3,71
r718b140-06f7,2023/12/26 00:00:00+00,3.6,0,-1.2,-0.5,72
r718b140-06f7,2023/12/26 01:00:00+00,3.6,0,-3.5,-0.5,73
r718b140-06f7,2023/12/26 02:00:00+00,3.6,0,-5.6,-0.2,74
r718b140-06f7,2023/12/26 03:00:00+00,3.6,0,-7.1,-0.2,75
r718b140-06f7,2023/12/26 04:00:00+00,3.6,0,-8.1,0,76
r718b140-06f7,2023/12/26 05:00:00+00,3.6,0,-8.9,0,77
r718b140-06f7,2023/12/26 06:00:00+00,3.6,0,-9.4,0,78
r718b140-06f7,2023/12/26 07:00:00+00,3.6,0,-9.9,0,79
r718b140-06f7,2023/12/26 08:00:00+00,3.6,0,-10.4,0,80
r718b140-06f7,2023/12/26 09:00:00+00,3.6,0,-10.7,0,81
r718b140-06f7,2023/12/26 10:00:00+00,3.6,0,-10.9,0,82
r718b140-06f7,2023/12/26 11:00:00+00,3.6,0,-11.2,0,83
r718b140-06f7,2023/12/26 12:00:00+00,3.6,0,-10.9,0.299999999999999,84
r718b140-06f7,2023/12/26 13:00:00+00,3.6,0,-9.9,0.5,85
r718b140-06f7,2023/12/26 14:00:00+00,3.6,0,-7.9,0.5,86
r718b140-06f7,2023/12/26 15:00:00+00,3.6,0,-6.1,0.7,87
r718b140-06f7,2023/12/26 16:00:00+00,3.6,0,-3.2,1.6,88
r718b140-06f7,2023/12/26 17:00:00+00,3.6,0,1.3,1.2,89
r718b140-06f7,2023/12/26 18:00:00+00,3.6,0,5.6,1.8,90
r718b140-06f7,2023/12/26 19:00:00+00,3.6,0,6.7,0.300000000000001,91
r718b140-06f7,2023/12/26 20:00:00+00,3.6,0,7.7,1.3,92
r718b140-06f7,2023/12/26 21:00:00+00,3.6,0,14.1,3.4,93
r718b140-06f7,2023/12/26 22:00:00+00,3.6,0,12.8,-0.799999999999999,94
r718b140-06f7,2023/12/26 23:00:00+00,3.6,0,7.2,-1.3,95
r718b140-06f7,2023/12/27 00:00:00+00,3.6,0,2.3,-0.7,96
r718b140-06f7,2023/12/27 01:00:00+00,3.6,0,-1.4,-0.5,97
r718b140-06f7,2023/12/27 02:00:00+00,3.6,0,-3.8,-0.2,98
r718b140-06f7,2023/12/27 03:00:00+00,3.6,0,-5.3,-0.2,99
r718b140-06f7,2023/12/27 04:00:00+00,3.6,0,-6.6,-0.2,100
r718b140-06f7,2023/12/23 01:00:00+00,3.6,0,-5.8,-0.2,101
r718b140-06f7,2023/12/23 02:00:00+00,3.6,0,-6.6,0,102
r718b140-06f7,2023/12/23 03:00:00+00,3.6,0,-7.3,0,103
r718b140-06f7,2023/12/23 04:00:00+00,3.6,0,-7.9,0,104
r718b140-06f7,2023/12/23 05:00:00+00,3.6,0,-8.4,0,105
r718b140-06f7,2023/12/23 06:00:00+00,3.6,0,-8.6,0,106
r718b140-06f7,2023/12/23 07:00:00+00,3.6,0,-8.9,0,107
r718b140-06f7,2023/12/23 08:00:00+00,3.6,0,-9.4,0,108
r718b140-06f7,2023/12/23 09:00:00+00,3.6,0,-9.7,0,109
r718b140-06f7,2023/12/23 10:00:00+00,3.6,0,-9.9,0,110
r718b140-06f7,2023/12/23 11:00:00+00,3.6,0,-10.2,0,111
r718b140-06f7,2023/12/23 12:00:00+00,3.6,0,-9.9,0.299999999999999,112
r718b140-06f7,2023/12/23 13:00:00+00,3.6,0,-9.4,0.299999999999999,113
r718b140-06f7,2023/12/23 14:00:00+00,3.6,0,-8.1,0.5,114
r718b140-06f7,2023/12/23 15:00:00+00,3.6,0,-6.3,0.5,115
r718b140-06f7,2023/12/23 16:00:00+00,3.6,0,-3.8,0.8,116
r718b140-06f7,2023/12/23 17:00:00+00,3.6,0,-3,0.6,117
r718b140-06f7,2023/12/23 18:00:00+00,3.6,0,-4,-0.3,118
r718b140-06f7,2023/12/23 19:00:00+00,3.6,0,-5.6,-0.2,119
r718b140-06f7,2023/12/23 20:00:00+00,3.6,0,-7.1,-0.2,120
r718b140-06f7,2023/12/23 21:00:00+00,3.6,0,-7.9,0,121
r718b140-06f7,2023/12/23 22:00:00+00,3.6,0,-8.6,0,122
r718b140-06f7,2023/12/23 23:00:00+00,3.6,0,-9.1,0,123
r718b140-06f7,2023/12/24 00:00:00+00,3.6,0,-9.7,0,124
r718b140-06f7,2023/12/24 01:00:00+00,3.6,0,-10.2,0,125
r718b140-06f7,2023/12/24 02:00:00+00,3.6,0,-10.4,0,126
r718b140-06f7,2023/12/24 03:00:00+00,3.6,0,-10.7,0,127
r718b140-06f7,2023/12/24 04:00:00+00,3.6,0,-10.9,0,128
r718b140-06f7,2023/12/24 05:00:00+00,3.6,0,-11.2,0,129
r718b140-06f7,2023/12/24 06:00:00+00,3.6,0,-11.5,0,130
r718b140-06f7,2023/12/24 07:00:00+00,3.6,0,-11.7,0,131
r718b140-06f7,2023/12/24 08:00:00+00,3.6,0,-11.7,0,132
r718b140-06f7,2023/12/24 09:00:00+00,3.6,0,-12,0,133
r718b140-06f7,2023/12/24 10:00:00+00,3.6,0,-12,0,134
r718b140-06f7,2023/12/24 11:00:00+00,3.6,0,-12,0.199999999999999,135
r718b140-06f7,2023/12/24 12:00:00+00,3.6,0,-11.5,0.300000000000001,136
r718b140-06f7,2023/12/24 13:00:00+00,3.6,0,-10.7,0.300000000000001,137
r718b140-06f7,2023/12/24 14:00:00+00,3.6,0,-8.6,0.800000000000001,138
r718b140-06f7,2023/12/24 15:00:00+00,3.6,0,118.1,53.9,139
r718b140-06f7,2023/12/24 16:00:00+00,3.6,0,50,-4.40000000000001,140
r718b140-06f7,2023/12/24 17:00:00+00,3.6,0,35.3,-0.799999999999997,141
r718b140-06f7,2023/12/24 18:00:00+00,3.6,0,48.5,17,142
r718b140-06f7,2023/12/24 19:00:00+00,3.6,0,76.2,36.8,143
r718b140-06f7,2023/12/24 20:00:00+00,3.6,0,44.7,-0.699999999999996,144
r718b140-06f7,2023/12/24 21:00:00+00,3.6,0,36.6,0.300000000000004,145
r718b140-06f7,2023/12/24 22:00:00+00,3.6,0,29,-2.3,146
r718b140-06f7,2023/12/24 23:00:00+00,3.6,0,21.3,-1.8,147
r718b140-06f7,2023/12/25 00:00:00+00,3.6,0,13.1,-1.2,148
r718b140-06f7,2023/12/25 01:00:00+00,3.6,0,7.2,0,149
r718b140-06f7,2023/12/25 02:00:00+00,3.6,0,5.4,0.5,150
r718b140-06f7,2024/01/11 05:00:00+00,3.6,0,-11.7,0,151
r718b140-06f7,2024/01/11 06:00:00+00,3.6,0,-12.2,0,152
r718b140-06f7,2024/01/11 07:00:00+00,3.6,0,-12.5,0,153
r718b140-06f7,2024/01/11 08:00:00+00,3.6,0,-12.7,0,154
r718b140-06f7,2024/01/11 09:00:00+00,3.6,0,-13.2,0,155
r718b140-06f7,2024/01/11 10:00:00+00,3.6,0,-13.8,0,156
r718b140-06f7,2024/01/11 11:00:00+00,3.6,0,-14.3,0,157
r718b140-06f7,2024/01/11 12:00:00+00,3.6,0,-14.5,0,158
r718b140-06f7,2024/01/11 13:00:00+00,3.6,0,-14.8,0,159
r718b140-06f7,2024/01/11 14:00:00+00,3.6,0,-15.5,0,160
r718b140-06f7,2024/01/11 15:00:00+00,3.6,0,-16.3,0,161
r718b140-06f7,2024/01/11 16:00:00+00,3.6,0,-16.8,0,162
r718b140-06f7,2024/01/11 17:00:00+00,3.6,0,-17.3,0,163
r718b140-06f7,2024/01/11 18:00:00+00,3.6,0,-17.9,0,164
r718b140-06f7,2024/01/11 19:00:00+00,3.6,0,-18.1,0,165
r718b140-06f7,2024/01/11 20:00:00+00,3.6,0,-18.1,0,166
r718b140-06f7,2024/01/11 21:00:00+00,3.6,0,-18.4,0,167
r718b140-06f7,2024/01/11 22:00:00+00,3.6,0,-18.4,0,168
r718b140-06f7,2024/01/11 23:00:00+00,3.6,0,-18.6,0,169
r718b140-06f7,2024/01/12 00:00:00+00,3.6,0,-18.9,0,170
r718b140-06f7,2024/01/12 01:00:00+00,3.6,0,-19.4,0,171
r718b140-06f7,2024/01/12 02:00:00+00,3.6,0,-19.6,0,172
r718b140-06f7,2024/01/12 03:00:00+00,3.6,0,-19.6,0,173
r718b140-06f7,2024/01/12 04:00:00+00,3.6,0,-19.9,0,174
r718b140-06f7,2024/01/12 05:00:00+00,3.6,0,17.7,37.6,175
r718b140-06f7,2024/01/12 06:00:00+00,3.6,0,17.2,0,176
r718b140-06f7,2024/01/12 07:00:00+00,3.6,0,16.9,0,177
r718b140-06f7,2024/01/12 08:00:00+00,3.6,0,16.9,0,178
r718b140-06f7,2024/01/12 09:00:00+00,3.6,0,16.9,0,179
r718b140-06f7,2024/01/12 10:00:00+00,3.6,0,16.9,0.199999999999999,180
r718b140-06f7,2024/01/12 11:00:00+00,3.6,0,16.9,0,181
r718b140-06f7,2024/01/12 12:00:00+00,3.6,0,16.9,0,182
r718b140-06f7,2024/01/12 13:00:00+00,3.6,0,17.2,0.300000000000001,183
r718b140-06f7,2024/01/12 14:00:00+00,3.6,0,15.1,15.3,184
r718b140-06f7,2024/01/12 15:00:00+00,3.6,0,32,16.9,185
r718b140-06f7,2024/01/12 16:00:00+00,3.6,0,17.4,-2.5,186
r718b140-06f7,2024/01/12 17:00:00+00,3.6,0,6.9,-2.5,187
r718b140-06f7,2024/01/12 18:00:00+00,3.6,0,-2.7,-0.5,188
r718b140-06f7,2024/01/12 19:00:00+00,3.6,0,-5.8,0.8,189
r718b140-06f7,2024/01/12 20:00:00+00,3.6,0,-3,1.3,190
r718b140-06f7,2024/01/12 21:00:00+00,3.6,0,4.9,5,191
r718b140-06f7,2024/01/12 22:00:00+00,3.6,0,4.6,-0.300000000000001,192
r718b140-06f7,2024/01/12 23:00:00+00,3.6,0,0.5,-0.8,193
r718b140-06f7,2024/01/13 00:00:00+00,3.6,0,-3.2,-0.8,194
r718b140-06f7,2024/01/13 01:00:00+00,3.6,0,-6.3,-0.5,195
r718b140-06f7,2024/01/13 02:00:00+00,3.6,0,-9.1,-0.5,196
r718b140-06f7,2024/01/13 03:00:00+00,3.6,0,-11.2,-0.300000000000001,197
r718b140-06f7,2024/01/13 04:00:00+00,3.6,0,-13,-0.199999999999999,198
r718b140-06f7,2024/01/13 05:00:00+00,3.6,0,-14.3,-0.199999999999999,199
r718b140-06f7,2024/01/13 06:00:00+00,3.6,0,-15.3,0,200
r718b140-06f7,2024/01/13 07:00:00+00,3.6,0,-16.1,0,201
r718b140-06f7,2024/01/13 08:00:00+00,3.6,0,-16.8,0,202
r718b140-06f7,2024/01/13 09:00:00+00,3.6,0,-17.6,0,203
r718b140-06f7,2024/01/13 10:00:00+00,3.6,0,-18.1,0,204
r718b140-06f7,2024/01/13 11:00:00+00,3.6,0,-18.1,0.299999999999997,205
r718b140-06f7,2024/01/13 12:00:00+00,3.6,0,30.5,18.6,206
r718b140-06f7,2024/01/13 13:00:00+00,3.6,0,25.9,-4.6,207
r718b140-06f7,2024/01/13 14:00:00+00,3.6,0,38.1,18.1,208
r718b140-06f7,2024/01/13 15:00:00+00,3.6,0,67.8,17.9,209
r718b140-06f7,2024/01/13 16:00:00+00,3.6,0,48,-2.2,210
r718b140-06f7,2024/01/13 17:00:00+00,3.6,0,30.7,-0.5,211
r718b140-06f7,2024/01/13 18:00:00+00,3.6,0,40.1,12.9,212
r718b140-06f7,2024/01/13 19:00:00+00,3.6,0,30.5,-0.5,213
r718b140-06f7,2024/01/13 20:00:00+00,3.6,0,54.4,19.9,214
r718b140-06f7,2024/01/13 21:00:00+00,3.6,0,35.1,-1.7,215
r718b140-06f7,2024/01/13 22:00:00+00,3.6,0,25.9,-2.3,216
r718b140-06f7,2024/01/13 23:00:00+00,3.6,0,16.2,-2,217
r718b140-06f7,2024/01/14 00:00:00+00,3.6,0,7.9,-2,218
r718b140-06f7,2024/01/14 01:00:00+00,3.6,0,0,-1,219
r718b140-06f7,2024/01/14 02:00:00+00,3.6,0,-4.3,-0.7,220
r718b140-06f7,2024/01/14 03:00:00+00,3.6,0,-7.3,-0.300000000000001,221
r718b140-06f7,2024/01/14 04:00:00+00,3.6,0,-9.1,-0.199999999999999,222
r718b140-06f7,2024/01/14 05:00:00+00,3.6,0,-10.7,-0.200000000000001,223
r718b140-06f7,2024/01/14 06:00:00+00,3.6,0,-12,-0.199999999999999,224
r718b140-06f7,2024/01/14 07:00:00+00,3.6,0,-13,0,225
r718b140-06f7,2024/01/14 08:00:00+00,3.6,0,-14,-0.199999999999999,226
r718b140-06f7,2024/01/14 09:00:00+00,3.6,0,-14.8,0,227
r718b140-06f7,2024/01/14 10:00:00+00,3.6,0,-15.5,0,228
r718b140-06f7,2024/01/14 11:00:00+00,3.6,0,-16.3,0,229
r718b140-06f7,2024/01/14 12:00:00+00,3.6,0,-16.8,0,230
r718b140-06f7,2024/01/14 13:00:00+00,3.6,0,-17.6,0,231
r718b140-06f7,2024/01/14 14:00:00+00,3.6,0,-18.1,0,232
r718b140-06f7,2024/01/14 15:00:00+00,3.6,0,-18.4,0,233
r718b140-06f7,2024/01/14 16:00:00+00,3.6,0,-17.9,0.299999999999997,234
r718b140-06f7,2024/01/14 17:00:00+00,3.6,0,-17.9,0,235
r718b140-06f7,2024/01/14 18:00:00+00,3.6,0,-17.9,0,236
r718b140-06f7,2024/01/14 19:00:00+00,3.6,0,-17.9,0,237
r718b140-06f7,2024/01/14 20:00:00+00,3.6,0,-17.9,0,238
r718b140-06f7,2024/01/14 21:00:00+00,3.6,0,-18.4,0,239
r718b140-06f7,2024/01/14 22:00:00+00,3.6,0,-18.6,0,240
r718b140-06f7,2024/01/14 23:00:00+00,3.6,0,-18.9,0,241
r718b140-06f7,2024/01/15 00:00:00+00,3.6,0,-19.1,0,242
r718b140-06f7,2024/01/15 01:00:00+00,3.6,0,-19.1,0,243
r718b140-06f7,2024/01/15 02:00:00+00,3.6,0,-19.4,0,244
r718b140-06f7,2024/01/15 03:00:00+00,3.6,0,-19.6,0,245
r718b140-06f7,2024/01/15 04:00:00+00,3.6,0,-19.6,0,246
r718b140-06f7,2024/01/15 05:00:00+00,3.6,0,-19.6,0.299999999999997,247
r718b140-06f7,2024/01/15 06:00:00+00,3.6,0,-19.9,0,248
r718b140-06f7,2024/01/15 07:00:00+00,3.6,0,17.4,37.3,249
r718b140-06f7,2024/01/15 08:00:00+00,3.6,0,17.2,0,250
r718b140-06f7,2023/12/27 05:00:00+00,3.6,0,-7.6,-0.199999999999999,251
r718b140-06f7,2023/12/27 06:00:00+00,3.6,0,-8.6,0,252
r718b140-06f7,2023/12/27 07:00:00+00,3.6,0,-9.1,0,253
r718b140-06f7,2023/12/27 08:00:00+00,3.6,0,-9.7,0,254
r718b140-06f7,2023/12/27 09:00:00+00,3.6,0,-9.9,0,255
r718b140-06f7,2023/12/27 10:00:00+00,3.6,0,-9.9,0.299999999999999,256
r718b140-06f7,2023/12/27 11:00:00+00,3.6,0,-8.6,0.799999999999999,257
r718b140-06f7,2023/12/27 12:00:00+00,3.6,0,-6.8,0.5,258
r718b140-06f7,2023/12/27 13:00:00+00,3.6,0,-2.5,1.5,259
r718b140-06f7,2023/12/27 14:00:00+00,3.6,0,114.1,87.9,260
r718b140-06f7,2023/12/27 15:00:00+00,3.6,0,49.3,-2.8,261
r718b140-06f7,2023/12/27 16:00:00+00,3.6,0,34.3,-0.200000000000003,262
r718b140-06f7,2023/12/27 17:00:00+00,3.6,0,32.3,0.299999999999997,263
r718b140-06f7,2023/12/27 18:00:00+00,3.6,0,33,0.5,264
r718b140-06f7,2023/12/27 19:00:00+00,3.6,0,32.5,-0.5,265
r718b140-06f7,2023/12/27 20:00:00+00,3.6,0,29,-0.300000000000001,266
r718b140-06f7,2023/12/27 21:00:00+00,3.6,0,25.7,-0.5,267
r718b140-06f7,2023/12/27 22:00:00+00,3.6,0,20.3,-1.8,268
r718b140-06f7,2023/12/27 23:00:00+00,3.6,0,13.1,-0.800000000000001,269
r718b140-06f7,2023/12/28 00:00:00+00,3.6,0,8.7,-0.7,270
r718b140-06f7,2023/12/28 01:00:00+00,3.6,0,5.4,-0.5,271
r718b140-06f7,2023/12/28 02:00:00+00,3.6,0,3.1,-0.5,272
r718b140-06f7,2023/12/28 03:00:00+00,3.6,0,1,-0.5,273
r718b140-06f7,2023/12/28 04:00:00+00,3.6,0,-1.4,-0.2,274
r718b140-06f7,2023/12/28 05:00:00+00,3.6,0,-3.2,-0.2,275
r718b140-06f7,2023/12/28 06:00:00+00,3.6,0,-4,0,276
r718b140-06f7,2023/12/28 07:00:00+00,3.6,0,-4.8,0,277
r718b140-06f7,2023/12/28 08:00:00+00,3.6,0,-5,0,278
r718b140-06f7,2023/12/28 09:00:00+00,3.6,0,-5,0.3,279
r718b140-06f7,2023/12/28 10:00:00+00,3.6,0,-5,0,280
r718b140-06f7,2023/12/28 11:00:00+00,3.6,0,-4,0.5,281
r718b140-06f7,2023/12/28 12:00:00+00,3.6,0,-2.2,0.8,282
r718b140-06f7,2023/12/28 13:00:00+00,3.6,0,2.3,2.5,283
r718b140-06f7,2023/12/28 14:00:00+00,3.6,0,15.6,3.8,284
r718b140-06f7,2023/12/28 15:00:00+00,3.6,0,30.2,5.7,285
r718b140-06f7,2023/12/28 16:00:00+00,3.6,0,32.8,1.3,286
r718b140-06f7,2023/12/28 17:00:00+00,3.6,0,77.8,42.9,287
r718b140-06f7,2023/12/28 18:00:00+00,3.6,0,45.5,-1.7,288
r718b140-06f7,2023/12/28 19:00:00+00,3.6,0,35.6,-0.5,289
r718b140-06f7,2023/12/28 20:00:00+00,3.6,0,33.3,1,290
r718b140-06f7,2023/12/28 21:00:00+00,3.6,0,35.8,1.3,291
r718b140-06f7,2023/12/28 22:00:00+00,3.6,0,29.2,-2.2,292
r718b140-06f7,2023/12/28 23:00:00+00,3.6,0,22.3,-2,293
r718b140-06f7,2023/12/29 00:00:00+00,3.6,0,13.3,-1.8,294
r718b140-06f7,2023/12/29 01:00:00+00,3.6,0,6.4,-1,295
r718b140-06f7,2023/12/29 02:00:00+00,3.6,0,2.3,-0.2,296
r718b140-06f7,2023/12/29 03:00:00+00,3.6,0,1,-0.2,297
r718b140-06f7,2023/12/29 04:00:00+00,3.6,0,0,0,298
r718b140-06f7,2023/12/29 05:00:00+00,3.6,0,-0.7,-0.2,299
r718b140-06f7,2023/12/29 06:00:00+00,3.6,0,-2,0,300
r718b140-06f7,2024/01/15 09:00:00+00,3.6,0,17.2,0,301
r718b140-06f7,2024/01/15 10:00:00+00,3.6,0,17.2,0,302
r718b140-06f7,2024/01/15 11:00:00+00,3.6,0,17.2,0,303
r718b140-06f7,2024/01/15 12:00:00+00,3.6,0,17.4,0.199999999999999,304
r718b140-06f7,2024/01/15 13:00:00+00,3.6,0,17.7,0.300000000000001,305
r718b140-06f7,2024/01/15 14:00:00+00,3.6,0,18,0.300000000000001,306
r718b140-06f7,2024/01/15 15:00:00+00,3.6,0,18.7,0.300000000000001,307
r718b140-06f7,2024/01/15 16:00:00+00,3.6,0,19.2,0.300000000000001,308
r718b140-06f7,2024/01/15 17:00:00+00,3.6,0,-19.4,0.299999999999997,309
r718b140-06f7,2024/01/15 18:00:00+00,3.6,0,-18.1,0.5,310
r718b140-06f7,2024/01/15 19:00:00+00,3.6,0,-16.8,0.5,311
r718b140-06f7,2024/01/15 20:00:00+00,3.6,0,-16.3,0.300000000000001,312
r718b140-06f7,2024/01/15 21:00:00+00,3.6,0,-16.3,0,313
r718b140-06f7,2024/01/15 22:00:00+00,3.6,0,-17.1,0,314
r718b140-06f7,2024/01/15 23:00:00+00,3.6,0,-17.9,-0.200000000000003,315
r718b140-06f7,2024/01/16 00:00:00+00,3.6,0,-18.4,0,316
r718b140-06f7,2024/01/16 01:00:00+00,3.6,0,-18.9,0,317
r718b140-06f7,2024/01/16 02:00:00+00,3.6,0,-19.4,-0.200000000000003,318
r718b140-06f7,2024/01/16 03:00:00+00,3.6,0,-19.6,0,319
r718b140-06f7,2024/01/16 04:00:00+00,3.6,0,18,37.9,320
r718b140-06f7,2024/01/16 05:00:00+00,3.6,0,17.7,0,321
r718b140-06f7,2024/01/16 06:00:00+00,3.6,0,17.2,0,322
r718b140-06f7,2024/01/16 07:00:00+00,3.6,0,16.9,0,323
r718b140-06f7,2024/01/16 08:00:00+00,3.6,0,16.9,0,324
r718b140-06f7,2024/01/16 09:00:00+00,3.6,0,16.9,0,325
r718b140-06f7,2024/01/16 10:00:00+00,3.6,0,16.9,0,326
r718b140-06f7,2024/01/16 11:00:00+00,3.6,0,17.2,0.300000000000001,327
r718b140-06f7,2024/01/16 12:00:00+00,3.6,0,17.4,0.199999999999999,328
r718b140-06f7,2024/01/16 13:00:00+00,3.6,0,17.7,0.300000000000001,329
r718b140-06f7,2024/01/16 14:00:00+00,3.6,0,18.2,0.300000000000001,330
r718b140-06f7,2024/01/16 15:00:00+00,3.6,0,18.2,0,331
r718b140-06f7,2024/01/16 16:00:00+00,3.6,0,18.2,0,332
r718b140-06f7,2024/01/16 18:00:00+00,3.6,0,-17.3,1.5,333
r718b140-06f7,2024/01/16 19:00:00+00,3.6,0,-15.8,0.5,334
r718b140-06f7,2024/01/16 20:00:00+00,3.6,0,-15,0.300000000000001,335
r718b140-06f7,2024/01/16 21:00:00+00,3.6,0,-12,2.5,336
r718b140-06f7,2024/01/16 22:00:00+00,3.6,0,61.3,23.5,337
r718b140-06f7,2024/01/16 23:00:00+00,3.6,0,66,4.7,338
r718b140-06f7,2024/01/17 00:00:00+00,3.6,0,31.3,-3.8,339
r718b140-06f7,2024/01/17 01:00:00+00,3.6,0,13.6,-3.3,340
r718b140-06f7,2024/01/17 02:00:00+00,3.6,0,-0.4,-1.5,341
r718b140-06f7,2024/01/17 03:00:00+00,3.6,0,-7.6,-0.700000000000001,342
r718b140-06f7,2024/01/17 04:00:00+00,3.6,0,-11.2,-0.5,343
r718b140-06f7,2024/01/17 05:00:00+00,3.6,0,-13.5,-0.300000000000001,344
